year,month,rank_ME,rank_RE_6,nstocks,ret_vw
1987,9,3,5,257,-2.0604
1987,10,1,1,686,-33.2706
1987,10,1,2,444,-31.3655
1987,10,1,3,322,-29.8705
1987,10,1,4,319,-30.8862
1987,10,1,5,358,-31.4113
1987,10,2,1,247,-33.1268
1987,10,2,2,322,-29.5241
1987,10,2,3,311,-27.2515
1987,10,2,4,283,-27.2785
1987,10,2,5,262,-30.6899
1987,10,3,1,121,-26.0673
1987,10,3,2,239,-21.7454
1987,10,3,3,358,-19.9397
1987,10,3,4,353,-20.6388
1987,10,3,5,247,-23.3041
1987,11,1,1,680,-8.3047
1987,11,1,2,427,-7.1235
1987,11,1,3,310,-2.0763
1987,11,1,4,296,-4.6154
1987,11,1,5,332,-4.8269
1987,11,2,1,248,-7.0761
1987,11,2,2,311,-4.2764
1987,11,2,3,298,-3.9801
1987,11,2,4,277,-4.9702
1987,11,2,5,245,-3.8432
1987,11,3,1,119,-6.5305
1987,11,3,2,236,-6.6276
1987,11,3,3,341,-7.4008
1987,11,3,4,340,-8.6070
1987,11,3,5,222,-7.2512
1987,12,1,1,666,4.6680
1987,12,1,2,416,8.1770
1987,12,1,3,323,7.4954
1987,12,1,4,266,8.5727
1987,12,1,5,332,9.8565
1987,12,2,1,250,5.4207
1987,12,2,2,316,10.2569
1987,12,2,3,295,10.1718
1987,12,2,4,289,13.1184
1987,12,2,5,230,13.6375
1987,12,3,1,117,5.2833
1987,12,3,2,230,5.9936
1987,12,3,3,327,7.6544
1987,12,3,4,332,7.7738
1987,12,3,5,196,9.8995
1988,1,1,1,672,7.4894
1988,1,1,2,402,4.6464
1988,1,1,3,359,5.2378
1988,1,1,4,200,3.3806
1988,1,1,5,315,4.4366
1988,1,2,1,248,5.3316
1988,1,2,2,317,2.7624
1988,1,2,3,292,2.7720
1988,1,2,4,269,1.0240
1988,1,2,5,221,0.6782
1988,1,3,1,124,6.1288
1988,1,3,2,238,6.7649
1988,1,3,3,335,3.9866
1988,1,3,4,329,3.2979
1988,1,3,5,192,1.7478
1988,2,1,1,661,8.3515
1988,2,1,2,404,9.3501
1988,2,1,3,377,8.8022
1988,2,1,4,205,7.9505
1988,2,1,5,314,10.3999
1988,2,2,1,250,8.6903
1988,2,2,2,324,9.9769
1988,2,2,3,300,9.0851
1988,2,2,4,250,9.5163
1988,2,2,5,229,12.0383
1988,2,3,1,122,7.4079
1988,2,3,2,238,5.4779
1988,2,3,3,334,4.0702
1988,2,3,4,335,5.1787
1988,2,3,5,192,6.0614
1988,3,1,1,678,4.9635
1988,3,1,2,406,6.6073
1988,3,1,3,395,5.4994
1988,3,1,4,205,6.3090
1988,3,1,5,317,5.5475
1988,3,2,1,253,3.6361
1988,3,2,2,321,2.5827
1988,3,2,3,306,2.9639
1988,3,2,4,259,5.0378
1988,3,2,5,231,6.9464
1988,3,3,1,120,1.4725
1988,3,3,2,229,-0.6341
1988,3,3,3,331,-3.7734
1988,3,3,4,339,-3.2937
1988,3,3,5,194,-1.4931
1988,4,1,1,683,0.7206
1988,4,1,2,397,1.4675
1988,4,1,3,380,2.2607
1988,4,1,4,207,0.9366
1988,4,1,5,308,3.5387
1988,4,2,1,247,2.3294
1988,4,2,2,314,2.0945
1988,4,2,3,310,1.6290
1988,4,2,4,260,2.2847
1988,4,2,5,236,2.9526
1988,4,3,1,128,1.1448
1988,4,3,2,240,0.9652
1988,4,3,3,333,0.7500
1988,4,3,4,327,0.5580
1988,4,3,5,199,2.3920
1988,5,1,1,669,-3.2189
1988,5,1,2,375,-2.8441
1988,5,1,3,372,-2.1722
1988,5,1,4,190,-1.5135
1988,5,1,5,297,-2.5248
1988,5,2,1,237,-1.5877
1988,5,2,2,305,-2.2046
1988,5,2,3,306,-1.8262
1988,5,2,4,253,-1.0786
1988,5,2,5,231,-1.3969
1988,5,3,1,126,1.0106
1988,5,3,2,232,0.5262
1988,5,3,3,324,0.1545
1988,5,3,4,320,0.3884
1988,5,3,5,205,-0.2541
1988,6,1,1,647,6.8805
1988,6,1,2,354,7.7204
1988,6,1,3,386,6.5431
1988,6,1,4,189,8.5634
1988,6,1,5,296,7.4026
1988,6,2,1,242,7.2936
1988,6,2,2,295,7.9019
1988,6,2,3,299,7.3876
1988,6,2,4,259,8.0192
1988,6,2,5,240,8.6196
1988,6,3,1,115,5.8799
1988,6,3,2,228,4.4886
1988,6,3,3,316,4.4311
1988,6,3,4,321,4.4498
1988,6,3,5,219,6.2177
1988,7,1,1,619,-0.8585
1988,7,1,2,348,-1.5577
1988,7,1,3,385,-0.0076
1988,7,1,4,177,-1.1305
1988,7,1,5,288,-0.4705
1988,7,2,1,233,-0.6873
1988,7,2,2,289,-1.6244
1988,7,2,3,296,-2.6563
1988,7,2,4,264,-3.0346
1988,7,2,5,254,-1.9242
1988,7,3,1,123,-0.8705
1988,7,3,2,244,-0.5829
1988,7,3,3,322,-0.6179
1988,7,3,4,329,-1.4020
1988,7,3,5,220,-1.2364
1988,8,1,1,606,-2.0920
1988,8,1,2,349,-1.5390
1988,8,1,3,375,-2.4142
1988,8,1,4,183,-2.1984
1988,8,1,5,275,-3.1343
1988,8,2,1,233,-3.3673
1988,8,2,2,293,-2.1513
1988,8,2,3,298,-2.8962
1988,8,2,4,275,-2.7378
1988,8,2,5,253,-4.1897
1988,8,3,1,121,-1.3245
1988,8,3,2,242,-3.0118
1988,8,3,3,329,-3.1857
1988,8,3,4,331,-2.4719
1988,8,3,5,222,-4.6150
1988,9,1,1,615,2.0477
1988,9,1,2,366,3.1538
1988,9,1,3,380,3.4762
1988,9,1,4,183,3.2566
1988,9,1,5,281,4.7688
1988,9,2,1,239,2.8182
1988,9,2,2,298,2.7526
1988,9,2,3,302,3.1282
1988,9,2,4,269,2.6414
1988,9,2,5,251,3.2240
1988,9,3,1,123,3.7523
1988,9,3,2,240,4.2034
1988,9,3,3,324,4.6364
1988,9,3,4,317,4.9039
1988,9,3,5,213,2.3775
1988,10,1,1,638,-2.6076
1988,10,1,2,375,-0.5518
1988,10,1,3,378,-1.8015
1988,10,1,4,202,0.9821
1988,10,1,5,292,-1.8645
1988,10,2,1,248,-1.1189
1988,10,2,2,299,-0.4753
1988,10,2,3,306,-0.5935
1988,10,2,4,277,0.0599
1988,10,2,5,249,-0.8479
1988,10,3,1,122,4.6818
1988,10,3,2,246,2.7146
1988,10,3,3,318,2.5808
1988,10,3,4,321,2.4123
1988,10,3,5,207,1.7185
1988,11,1,1,635,-4.7350
1988,11,1,2,372,-3.8675
1988,11,1,3,371,-3.0715
1988,11,1,4,195,-4.1717
1988,11,1,5,303,-4.3350
1988,11,2,1,238,-2.0584
1988,11,2,2,298,-3.5966
1988,11,2,3,301,-3.3030
1988,11,2,4,268,-2.7428
1988,11,2,5,238,-2.3555
1988,11,3,1,115,-1.6910
1988,11,3,2,242,-1.2092
1988,11,3,3,305,-1.5777
1988,11,3,4,291,-1.1865
1988,11,3,5,188,-1.4204
1988,12,1,1,644,5.0262
1988,12,1,2,378,4.2245
1988,12,1,3,380,3.0298
1988,12,1,4,196,5.4146
1988,12,1,5,316,5.6348
1988,12,2,1,240,5.7381
1988,12,2,2,314,4.4732
1988,12,2,3,305,4.3358
1988,12,2,4,275,5.5305
1988,12,2,5,237,5.5333
1988,12,3,1,114,2.9153
1988,12,3,2,243,1.4247
1988,12,3,3,313,2.0270
1988,12,3,4,293,2.1824
1988,12,3,5,194,2.7245
1989,1,1,1,638,4.6288
1989,1,1,2,378,3.9570
1989,1,1,3,391,5.1259
1989,1,1,4,207,4.4310
1989,1,1,5,317,4.3811
1989,1,2,1,239,7.1622
1989,1,2,2,303,4.1096
1989,1,2,3,306,3.1228
1989,1,2,4,274,3.6119
1989,1,2,5,239,5.9258
1989,1,3,1,112,7.5182
1989,1,3,2,246,7.0578
1989,1,3,3,316,5.5342
1989,1,3,4,285,6.4082
1989,1,3,5,211,8.1050
1989,2,1,1,626,1.5342
1989,2,1,2,383,-0.2944
1989,2,1,3,387,-0.2179
1989,2,1,4,192,0.8389
1989,2,1,5,310,1.1975
1989,2,2,1,233,1.0647
1989,2,2,2,300,0.6954
1989,2,2,3,307,0.4028
1989,2,2,4,280,0.8930
1989,2,2,5,245,1.0477
1989,2,3,1,110,-1.0931
1989,2,3,2,240,-1.6680
1989,2,3,3,303,-2.5421
1989,2,3,4,286,-2.4872
1989,2,3,5,210,-2.2849
1989,3,1,1,628,2.2749
1989,3,1,2,392,2.8121
1989,3,1,3,383,2.3994
1989,3,1,4,193,2.2036
1989,3,1,5,308,3.9392
1989,3,2,1,226,2.5650
1989,3,2,2,301,2.7485
1989,3,2,3,307,2.6244
1989,3,2,4,288,2.3410
1989,3,2,5,240,2.8449
1989,3,3,1,106,-0.3393
1989,3,3,2,244,1.4769
1989,3,3,3,310,-0.0198
1989,3,3,4,307,3.5824
1989,3,3,5,213,2.2548
1989,4,1,1,630,3.2098
1989,4,1,2,388,2.8763
1989,4,1,3,377,3.9252
1989,4,1,4,188,3.5145
1989,4,1,5,315,4.7333
1989,4,2,1,231,3.7222
1989,4,2,2,301,4.6796
1989,4,2,3,297,4.6442
1989,4,2,4,287,6.2042
1989,4,2,5,237,7.1902
1989,4,3,1,106,3.4310
1989,4,3,2,240,4.9218
1989,4,3,3,315,5.8182
1989,4,3,4,310,5.8301
1989,4,3,5,223,4.4180
1989,5,1,1,624,3.0307
1989,5,1,2,373,3.6178
1989,5,1,3,371,3.0592
1989,5,1,4,180,4.3436
1989,5,1,5,319,3.9576
1989,5,2,1,235,3.5516
1989,5,2,2,307,5.8495
1989,5,2,3,295,5.1743
1989,5,2,4,274,5.8688
1989,5,2,5,231,5.7740
1989,5,3,1,109,3.4189
1989,5,3,2,240,4.4876
1989,5,3,3,315,4.0449
1989,5,3,4,308,4.9412
1989,5,3,5,208,3.0937
1989,6,1,1,627,-2.3621
1989,6,1,2,384,-1.7014
1989,6,1,3,379,-1.5196
1989,6,1,4,181,-2.2649
1989,6,1,5,318,-2.5785
1989,6,2,1,230,-2.7704
1989,6,2,2,311,-2.1526
1989,6,2,3,298,-2.7233
1989,6,2,4,283,-2.8921
1989,6,2,5,243,-2.5074
1989,6,3,1,113,-3.2906
1989,6,3,2,256,-0.7474
1989,6,3,3,325,-0.1513
1989,6,3,4,311,-0.5445
1989,6,3,5,205,-1.4485
1989,7,1,1,634,2.5455
1989,7,1,2,389,5.0283
1989,7,1,3,389,4.0293
1989,7,1,4,189,6.9548
1989,7,1,5,333,6.3200
1989,7,2,1,229,2.4700
1989,7,2,2,305,3.3376
1989,7,2,3,310,5.7180
1989,7,2,4,276,5.5571
1989,7,2,5,251,5.2788
1989,7,3,1,112,4.8840
1989,7,3,2,260,6.1473
1989,7,3,3,329,8.4354
1989,7,3,4,322,10.8301
1989,7,3,5,214,6.8565
1989,8,1,1,639,1.1191
1989,8,1,2,383,0.6419
1989,8,1,3,391,2.5290
1989,8,1,4,194,2.4029
1989,8,1,5,341,2.4324
1989,8,2,1,237,3.1060
1989,8,2,2,309,2.8603
1989,8,2,3,314,2.4075
1989,8,2,4,268,2.1701
1989,8,2,5,268,4.8477
1989,8,3,1,116,3.1643
1989,8,3,2,262,3.2321
1989,8,3,3,331,0.7251
1989,8,3,4,318,0.4312
1989,8,3,5,209,6.1000
1989,9,1,1,618,-0.6892
1989,9,1,2,359,0.0316
1989,9,1,3,387,0.8256
1989,9,1,4,272,1.4589
1989,9,1,5,352,-0.1877
1989,9,2,1,230,-0.4643
1989,9,2,2,312,0.0018
1989,9,2,3,316,1.3596
1989,9,2,4,262,0.7992
1989,9,2,5,270,1.6928
1989,9,3,1,119,-3.4944
1989,9,3,2,259,-3.1913
1989,9,3,3,324,-0.0089
1989,9,3,4,315,0.4450
1989,9,3,5,204,-0.0346
1989,10,1,1,611,-8.0094
1989,10,1,2,361,-5.2363
1989,10,1,3,363,-4.7613
1989,10,1,4,285,-4.3959
1989,10,1,5,359,-5.6960
1989,10,2,1,229,-8.5549
1989,10,2,2,301,-6.2948
1989,10,2,3,303,-4.8175
1989,10,2,4,265,-3.5190
1989,10,2,5,266,-5.8261
1989,10,3,1,118,-7.5018
1989,10,3,2,249,-4.2367
1989,10,3,3,325,-1.9695
1989,10,3,4,306,-0.5965
1989,10,3,5,215,-2.3834
1989,11,1,1,609,-1.3843
1989,11,1,2,372,-0.8880
1989,11,1,3,350,-1.0448
1989,11,1,4,298,0.1123
1989,11,1,5,364,0.9791
1989,11,2,1,225,1.7859
1989,11,2,2,307,0.4746
1989,11,2,3,298,1.2503
1989,11,2,4,270,1.2457
1989,11,2,5,278,1.0871
1989,11,3,1,110,-0.3255
1989,11,3,2,228,0.7371
1989,11,3,3,312,2.3273
1989,11,3,4,304,3.3187
1989,11,3,5,212,2.3375
1989,12,1,1,608,-0.7015
1989,12,1,2,361,-0.3859
1989,12,1,3,347,0.2565
1989,12,1,4,314,0.3405
1989,12,1,5,372,1.6982
1989,12,2,1,215,0.0778
1989,12,2,2,299,1.3906
1989,12,2,3,289,1.4943
1989,12,2,4,252,2.1620
1989,12,2,5,282,1.2119
1989,12,3,1,112,0.8919
1989,12,3,2,220,1.0026
1989,12,3,3,328,2.6917
1989,12,3,4,312,3.5785
1989,12,3,5,213,3.1443
1990,1,1,1,594,-8.5516
1990,1,1,2,374,-7.9338
1990,1,1,3,327,-9.4478
1990,1,1,4,332,-7.7106
1990,1,1,5,361,-9.0766
1990,1,2,1,209,-9.7173
1990,1,2,2,293,-8.2263
1990,1,2,3,290,-9.9587
1990,1,2,4,252,-9.0272
1990,1,2,5,287,-7.7890
1990,1,3,1,107,-6.5014
1990,1,3,2,215,-4.3469
1990,1,3,3,321,-6.6379
1990,1,3,4,322,-7.8279
1990,1,3,5,212,-6.6676
1990,2,1,1,599,1.7554
1990,2,1,2,387,1.0710
1990,2,1,3,269,1.9053
1990,2,1,4,353,2.9619
1990,2,1,5,354,4.4965
1990,2,2,1,212,4.0468
1990,2,2,2,295,2.9478
1990,2,2,3,286,2.8233
1990,2,2,4,243,3.2594
1990,2,2,5,285,5.0675
1990,2,3,1,100,1.6614
1990,2,3,2,222,1.9467
1990,2,3,3,326,0.9575
1990,2,3,4,318,0.4152
1990,2,3,5,217,2.7343
1990,3,1,1,597,3.2786
1990,3,1,2,399,3.2628
1990,3,1,3,278,3.6832
1990,3,1,4,340,3.6976
1990,3,1,5,341,4.5015
1990,3,2,1,226,3.8322
1990,3,2,2,296,5.0942
1990,3,2,3,292,4.6172
1990,3,2,4,238,4.0891
1990,3,2,5,294,6.4303
1990,3,3,1,101,1.8804
1990,3,3,2,214,1.9754
1990,3,3,3,334,2.2273
1990,3,3,4,323,4.0139
1990,3,3,5,213,3.3843
1990,4,1,1,588,-4.2629
1990,4,1,2,403,-2.3133
1990,4,1,3,271,-1.9637
1990,4,1,4,328,-2.4794
1990,4,1,5,343,-2.0793
1990,4,2,1,218,-4.6183
1990,4,2,2,298,-3.7977
1990,4,2,3,302,-2.7450
1990,4,2,4,228,-4.1707
1990,4,2,5,299,-3.0573
1990,4,3,1,98,-3.6291
1990,4,3,2,214,-2.4677
1990,4,3,3,322,-3.9902
1990,4,3,4,321,-1.7959
1990,4,3,5,218,-0.8735
1990,5,1,1,588,7.5105
1990,5,1,2,399,6.4459
1990,5,1,3,258,6.5093
1990,5,1,4,331,6.4934
1990,5,1,5,322,8.8635
1990,5,2,1,221,7.7289
1990,5,2,2,301,9.5506
1990,5,2,3,297,7.4461
1990,5,2,4,242,8.7042
1990,5,2,5,308,10.3694
1990,5,3,1,98,8.7673
1990,5,3,2,206,8.9067
1990,5,3,3,308,7.9835
1990,5,3,4,319,10.3477
1990,5,3,5,228,9.0603
1990,6,1,1,576,0.6470
1990,6,1,2,399,2.3413
1990,6,1,3,250,1.6261
1990,6,1,4,326,1.5646
1990,6,1,5,315,2.0283
1990,6,2,1,231,1.9171
1990,6,2,2,308,0.7842
1990,6,2,3,306,0.1694
1990,6,2,4,275,0.9532
1990,6,2,5,307,-1.0853
1990,6,3,1,101,-3.5038
1990,6,3,2,224,-1.1434
1990,6,3,3,314,-1.5507
1990,6,3,4,318,0.8685
1990,6,3,5,240,1.0496
1990,7,1,1,568,-5.5437
1990,7,1,2,395,-2.9803
1990,7,1,3,242,-4.2884
1990,7,1,4,335,-3.6579
1990,7,1,5,319,-4.2944
1990,7,2,1,223,-5.0394
1990,7,2,2,315,-3.4389
1990,7,2,3,297,-3.4028
1990,7,2,4,264,-3.1596
1990,7,2,5,324,-3.0788
1990,7,3,1,103,-5.8877
1990,7,3,2,221,-1.2272
1990,7,3,3,320,1.1503
1990,7,3,4,327,0.0515
1990,7,3,5,242,-0.2574
1990,8,1,1,573,-16.3770
1990,8,1,2,395,-15.8922
1990,8,1,3,249,-14.8652
1990,8,1,4,319,-14.9701
1990,8,1,5,317,-14.6127
1990,8,2,1,219,-15.3398
1990,8,2,2,307,-13.2251
1990,8,2,3,306,-12.5330
1990,8,2,4,274,-12.4939
1990,8,2,5,326,-13.6562
1990,8,3,1,102,-10.3639
1990,8,3,2,225,-9.9409
1990,8,3,3,324,-7.4612
1990,8,3,4,329,-8.7025
1990,8,3,5,252,-8.7299
1990,9,1,1,561,-9.8867
1990,9,1,2,389,-9.7279
1990,9,1,3,251,-10.3045
1990,9,1,4,306,-7.4222
1990,9,1,5,324,-8.6916
1990,9,2,1,216,-10.6473
1990,9,2,2,305,-8.3570
1990,9,2,3,303,-6.8337
1990,9,2,4,261,-6.8513
1990,9,2,5,329,-10.0026
1990,9,3,1,98,-7.4976
1990,9,3,2,233,-6.2196
1990,9,3,3,332,-2.5449
1990,9,3,4,331,-4.3272
1990,9,3,5,252,-4.6458
1990,10,1,1,564,-9.4194
1990,10,1,2,401,-7.3243
1990,10,1,3,249,-4.3027
1990,10,1,4,302,-5.0088
1990,10,1,5,317,-5.6234
1990,10,2,1,217,-9.3050
1990,10,2,2,314,-5.4579
1990,10,2,3,301,-4.9520
1990,10,2,4,265,-2.4532
1990,10,2,5,338,-4.5366
1990,10,3,1,97,-1.9111
1990,10,3,2,233,-1.0561
1990,10,3,3,328,-0.3564
1990,10,3,4,335,1.2759
1990,10,3,5,243,-0.5561
1990,11,1,1,554,5.3344
1990,11,1,2,410,5.2984
1990,11,1,3,256,7.1142
1990,11,1,4,279,4.5860
1990,11,1,5,324,7.9911
1990,11,2,1,226,10.6910
1990,11,2,2,322,8.4245
1990,11,2,3,301,7.5990
1990,11,2,4,270,8.3546
1990,11,2,5,334,9.2122
1990,11,3,1,90,6.5586
1990,11,3,2,232,5.8279
1990,11,3,3,327,4.7134
1990,11,3,4,327,6.1910
1990,11,3,5,244,7.1155
1990,12,1,1,564,-1.8929
1990,12,1,2,404,3.0059
1990,12,1,3,260,4.4587
1990,12,1,4,294,4.3263
1990,12,1,5,323,5.5312
1990,12,2,1,241,3.1313
1990,12,2,2,336,5.4917
1990,12,2,3,303,5.8703
1990,12,2,4,270,6.6733
1990,12,2,5,346,6.9618
1990,12,3,1,89,4.4587
1990,12,3,2,232,1.6183
1990,12,3,3,344,2.0993
1990,12,3,4,327,3.2426
1990,12,3,5,258,2.7102
1991,1,1,1,572,14.7200
1991,1,1,2,394,10.1242
1991,1,1,3,268,8.2937
1991,1,1,4,279,6.8441
1991,1,1,5,313,11.9763
1991,1,2,1,247,11.7757
1991,1,2,2,355,8.3986
1991,1,2,3,318,7.6463
1991,1,2,4,278,7.9233
1991,1,2,5,347,10.9914
1991,1,3,1,89,11.1003
1991,1,3,2,233,8.0031
1991,1,3,3,351,2.6294
1991,1,3,4,328,3.1694
1991,1,3,5,265,5.7664
1991,2,1,1,560,15.1258
1991,2,1,2,400,11.5853
1991,2,1,3,263,10.1358
1991,2,1,4,289,13.4575
1991,2,1,5,311,16.1923
1991,2,2,1,240,12.1359
1991,2,2,2,346,9.3823
1991,2,2,3,327,9.6995
1991,2,2,4,262,8.5254
1991,2,2,5,338,10.3586
1991,2,3,1,86,7.8158
1991,2,3,2,235,6.7628
1991,2,3,3,333,6.1339
1991,2,3,4,326,6.8887
1991,2,3,5,254,7.2778
1991,3,1,1,551,8.7649
1991,3,1,2,398,7.1666
1991,3,1,3,268,8.6803
1991,3,1,4,277,8.6737
1991,3,1,5,303,8.0889
1991,3,2,1,240,7.4264
1991,3,2,2,351,5.0126
1991,3,2,3,324,4.8774
1991,3,2,4,259,7.0522
1991,3,2,5,327,6.4252
1991,3,3,1,85,-0.6752
1991,3,3,2,225,1.2126
1991,3,3,3,321,2.2253
1991,3,3,4,333,2.8956
1991,3,3,5,246,2.5764
1991,4,1,1,552,0.2382
1991,4,1,2,394,-0.0624
1991,4,1,3,269,-0.6347
1991,4,1,4,269,0.1312
1991,4,1,5,307,-0.1394
1991,4,2,1,236,-0.7217
1991,4,2,2,337,-0.5398
1991,4,2,3,330,-0.0502
1991,4,2,4,258,0.3204
1991,4,2,5,313,0.0094
1991,4,3,1,87,0.4702
1991,4,3,2,214,3.0322
1991,4,3,3,301,1.1682
1991,4,3,4,335,-0.7363
1991,4,3,5,255,-0.7146
1991,5,1,1,537,4.5494
1991,5,1,2,386,2.3398
1991,5,1,3,268,3.9129
1991,5,1,4,263,2.8574
1991,5,1,5,287,4.2751
1991,5,2,1,232,4.9329
1991,5,2,2,344,4.2541
1991,5,2,3,326,4.3280
1991,5,2,4,269,3.4331
1991,5,2,5,293,4.9483
1991,5,3,1,86,11.4393
1991,5,3,2,210,7.4799
1991,5,3,3,299,3.3024
1991,5,3,4,320,4.0279
1991,5,3,5,251,2.4463
1991,6,1,1,513,-3.7818
1991,6,1,2,377,-4.0195
1991,6,1,3,256,-5.6400
1991,6,1,4,263,-4.0933
1991,6,1,5,284,-6.0200
1991,6,2,1,238,-3.9244
1991,6,2,2,343,-4.1263
1991,6,2,3,330,-4.6621
1991,6,2,4,267,-5.6429
1991,6,2,5,300,-6.7258
1991,6,3,1,91,-6.1586
1991,6,3,2,209,-6.5841
1991,6,3,3,310,-3.4916
1991,6,3,4,326,-3.6456
1991,6,3,5,270,-4.9361
1991,7,1,1,521,2.1547
1991,7,1,2,394,2.9893
1991,7,1,3,264,2.7440
1991,7,1,4,291,4.2105
1991,7,1,5,312,5.8353
1991,7,2,1,240,0.9356
1991,7,2,2,341,2.7313
1991,7,2,3,338,3.7843
1991,7,2,4,281,5.1686
1991,7,2,5,303,7.4442
1991,7,3,1,106,0.7478
1991,7,3,2,237,2.9070
1991,7,3,3,320,3.8044
1991,7,3,4,335,4.5565
1991,7,3,5,282,6.9172
1991,8,1,1,529,2.0181
1991,8,1,2,381,3.1441
1991,8,1,3,268,3.4663
1991,8,1,4,286,4.7140
1991,8,1,5,321,4.5219
1991,8,2,1,242,1.9263
1991,8,2,2,353,2.2206
1991,8,2,3,337,3.1335
1991,8,2,4,294,4.1160
1991,8,2,5,307,6.4179
1991,8,3,1,114,-0.9048
1991,8,3,2,244,0.9320
1991,8,3,3,328,1.5790
1991,8,3,4,340,2.9823
1991,8,3,5,283,3.5375
1991,9,1,1,535,-0.8535
1991,9,1,2,378,0.5557
1991,9,1,3,272,2.5597
1991,9,1,4,288,2.6066
1991,9,1,5,336,-0.5676
1991,9,2,1,249,-0.3376
1991,9,2,2,345,0.3263
1991,9,2,3,338,0.2767
1991,9,2,4,297,-1.1937
1991,9,2,5,311,1.7089
1991,9,3,1,114,-2.1706
1991,9,3,2,238,-2.8717
1991,9,3,3,321,-1.0104
1991,9,3,4,328,-2.0201
1991,9,3,5,274,-0.9435
1991,10,1,1,549,1.7951
1991,10,1,2,363,1.8193
1991,10,1,3,264,2.5313
1991,10,1,4,291,7.2269
1991,10,1,5,337,5.5408
1991,10,2,1,246,1.5500
1991,10,2,2,334,0.4204
1991,10,2,3,325,1.1250
1991,10,2,4,296,1.9879
1991,10,2,5,311,4.0172
1991,10,3,1,113,-1.3623
1991,10,3,2,237,0.7653
1991,10,3,3,309,1.2304
1991,10,3,4,316,1.8313
1991,10,3,5,266,2.8424
1991,11,1,1,555,-3.8003
1991,11,1,2,354,-3.7052
1991,11,1,3,264,-3.0712
1991,11,1,4,301,-3.7287
1991,11,1,5,337,-4.4290
1991,11,2,1,257,-7.6581
1991,11,2,2,339,-5.4387
1991,11,2,3,332,-4.1981
1991,11,2,4,301,-4.1351
1991,11,2,5,311,-5.9784
1991,11,3,1,116,-8.6348
1991,11,3,2,237,-6.8749
1991,11,3,3,297,-4.3990
1991,11,3,4,325,-2.1933
1991,11,3,5,254,-1.3250
1991,12,1,1,534,1.8670
1991,12,1,2,351,6.0496
1991,12,1,3,256,8.8012
1991,12,1,4,294,8.0285
1991,12,1,5,325,8.0850
1991,12,2,1,236,7.9899
1991,12,2,2,335,7.1344
1991,12,2,3,334,9.6808
1991,12,2,4,303,10.9049
1991,12,2,5,317,10.4891
1991,12,3,1,116,4.2991
1991,12,3,2,243,7.4092
1991,12,3,3,296,9.3022
1991,12,3,4,327,14.3642
1991,12,3,5,256,12.2569
1992,1,1,1,526,16.8361
1992,1,1,2,356,12.1263
1992,1,1,3,259,10.2415
1992,1,1,4,281,8.6627
1992,1,1,5,329,11.0214
1992,1,2,1,241,10.5973
1992,1,2,2,347,6.8886
1992,1,2,3,337,5.6549
1992,1,2,4,296,6.0706
1992,1,2,5,325,6.5688
1992,1,3,1,116,4.2820
1992,1,3,2,241,3.3956
1992,1,3,3,304,-0.1483
1992,1,3,4,334,-4.3732
1992,1,3,5,264,-1.8858
1992,2,1,1,518,5.4259
1992,2,1,2,357,3.9057
1992,2,1,3,253,2.5032
1992,2,1,4,302,3.6653
1992,2,1,5,327,2.0014
1992,2,2,1,232,5.9916
1992,2,2,2,349,3.1147
1992,2,2,3,327,1.6937
1992,2,2,4,289,0.8417
1992,2,2,5,333,2.3670
1992,2,3,1,117,5.0130
1992,2,3,2,239,2.6149
1992,2,3,3,308,-0.0957
1992,2,3,4,332,0.1754
1992,2,3,5,271,1.4556
1992,3,1,1,522,-2.6264
1992,3,1,2,358,-3.1986
1992,3,1,3,260,-3.1665
1992,3,1,4,290,-2.9107
1992,3,1,5,323,-5.4577
1992,3,2,1,242,-4.8733
1992,3,2,2,343,-4.4179
1992,3,2,3,330,-3.2679
1992,3,2,4,288,-5.4964
1992,3,2,5,350,-3.4409
1992,3,3,1,116,-2.9530
1992,3,3,2,247,-1.8790
1992,3,3,3,304,-1.4977
1992,3,3,4,340,-2.4195
1992,3,3,5,266,-3.3205
1992,4,1,1,519,-6.0151
1992,4,1,2,366,-3.8734
1992,4,1,3,259,-4.3450
1992,4,1,4,305,-6.4645
1992,4,1,5,343,-5.5218
1992,4,2,1,243,-3.1977
1992,4,2,2,334,-2.1944
1992,4,2,3,337,-3.6228
1992,4,2,4,287,-4.7353
1992,4,2,5,361,-4.7782
1992,4,3,1,117,5.7807
1992,4,3,2,252,5.1066
1992,4,3,3,308,3.7512
1992,4,3,4,346,0.7544
1992,4,3,5,260,-0.1409
1992,5,1,1,531,-0.3744
1992,5,1,2,365,0.0818
1992,5,1,3,256,1.0825
1992,5,1,4,316,0.5489
1992,5,1,5,341,-0.4610
1992,5,2,1,236,3.2346
1992,5,2,2,331,0.5956
1992,5,2,3,327,-0.8552
1992,5,2,4,289,-0.7700
1992,5,2,5,363,-0.2646
1992,5,3,1,114,-0.1594
1992,5,3,2,237,0.3438
1992,5,3,3,305,-0.5971
1992,5,3,4,341,1.1002
1992,5,3,5,244,0.6170
1992,6,1,1,510,-6.5974
1992,6,1,2,369,-6.3874
1992,6,1,3,252,-7.9938
1992,6,1,4,322,-6.2802
1992,6,1,5,330,-4.8465
1992,6,2,1,241,-4.8125
1992,6,2,2,321,-3.9894
1992,6,2,3,338,-2.9091
1992,6,2,4,307,-3.9993
1992,6,2,5,371,-5.2233
